Cedula;Nombre;Sexo;eCivil;Nacido;Salario;Provincia;Politico
106320413;Galan Esquivel, Gabriela;F;D;03/06/1989;475000;Puntarenas;Liberación Nacional
408910500;Ordoñez Quintanilla, Félix;M;V;05/04/1989;1425000;Alajuela;Republicano Social Cristiano
101030510;Ocampo Zamora, René;F;D;11/06/1975;570000;Limón;Unidad Social Cristiana
600680883;Lagos Tijerino, Bianka;F;U;18/11/1993;1900000;Cartago;Accesibilidad sin Exclusión
203770884;Salas Acevedo, Xiomara;M;D;07/06/1966;1900000;Limón;Republicano Social Cristiano
300600265;Nicolas Fournier, Pablo;F;D;22/04/1991;2375000;Limón;Movimiento Libertario
600550291;Galan Barboza, Braulio;F;S;29/05/1961;1520000;Limón;Republicano Social Cristiano
506530238;Fernández Iglesias, Valeria;F;C;28/10/1995;1235000;Cartago;Partido Integración Nacional
601570944;Bolaños Labrador, Ofelia;M;C;14/02/1979;855000;Guanacaste;Acción Ciudadana
205880775;Elizondo Vargas, Zoe;F;S;04/09/1994;1615000;Puntarenas;Acción Ciudadana
300430762;Lara Salas, Karla;F;U;03/03/1995;1045000;Guanacaste;Frente Amplio
503430826;Durán Ballesteros, Yvone;M;U;06/11/1978;1330000;Heredia;Liberación Nacional
205460408;Paniagua Caballero, Patricia;F;S;13/04/1982;2660000;Cartago;Partido Integración Nacional
604620213;Fonseca Gamboa, Pablo;F;D;22/09/1968;1900000;Puntarenas;Frente Amplio
301110691;Quintero Elizondo, Melania;M;U;14/06/1982;950000;Cartago;Renovación Costarricense
704860971;Hurtado Quintana, Walter;M;C;11/04/1964;2375000;Alajuela;Accesibilidad sin Exclusión
102070666;Echandi Durán, Humberto;F;U;11/03/1977;950000;Guanacaste;Frente Amplio
602070521;De la O Galan, José;F;V;24/09/1960;1710000;Alajuela;Liberación Nacional
405680623;Gamboa Angulo, Gabriela;M;U;21/01/1965;475000;Cartago;Republicano Social Cristiano
702520379;Ochoa Juárez, Sandra;M;V;28/05/1984;1045000;Limón;Renovación Costarricense
408940348;Ocampo López, Mauricio;M;S;09/02/1990;950000;San José;Liberación Nacional
700470895;Fernández Escalante, Zulema;M;C;02/07/1965;95000;Alajuela;Renovación Costarricense
209560556;Nuñez Ochoa, Valeria;F;U;31/10/1986;2185000;Limón;Renovación Costarricense
704890902;Vargas Flores, Zacarías;M;C;17/06/1966;2945000;Cartago;Acción Ciudadana
709330320;Quiroga Hidalgo, Adriana;M;V;02/04/1999;1710000;Cartago;Acción Ciudadana
709480363;Vargas Ruiz, Ofelia;M;V;11/10/1964;1900000;Cartago;Partido Integración Nacional
300690784;Díaz Ugarte, Julia;M;S;31/12/1962;1805000;Puntarenas;Frente Amplio
705660625;Galan Galan, Jorge;M;U;26/02/1992;570000;Guanacaste;Republicano Social Cristiano
408860924;Ibanez Lamas, Fernando;F;C;12/03/1963;1995000;Alajuela;Partido Integración Nacional
509910211;Hurtado Tijerino, Vanesa;F;V;10/02/1993;1710000;Alajuela;Renovación Costarricense
503650836;Jácamo López, Lorena;F;V;09/07/1976;760000;San José;Frente Amplio
403550424;Fonseca Lagos, Vanesa;F;S;04/11/1991;0;Cartago;Accesibilidad sin Exclusión
206130924;Urbina Trujillo, Francisco;F;D;02/02/1971;3040000;Alajuela;Liberación Nacional
309990919;Vallejo Flores, Efraín;M;S;05/08/1989;570000;San José;Movimiento Libertario
206810456;Durán López, Gabriela;M;V;02/04/1975;2945000;San José;Acción Ciudadana
301920720;Infante Caballero, Ofelia;M;U;27/11/1970;2565000;Limón;Movimiento Libertario
102610856;Valencia Quintanilla, Ximena;F;C;11/04/1978;0;Limón;Unidad Social Cristiana
108880358;Torres Díaz, Carmen;M;S;18/06/1968;855000;Guanacaste;Liberación Nacional
608440713;Huertas Trujillo, Cindy;M;C;14/06/1997;2565000;Limón;Accesibilidad sin Exclusión
408420078;Labrador Hernández, Laura;F;U;27/04/1998;1330000;Cartago;Liberación Nacional
107030395;Salas Ibanez, Carolina;F;D;04/01/1990;3135000;Alajuela;Unidad Social Cristiana
100880716;Tijerino Durán, Luis;F;U;19/03/1990;95000;Heredia;Republicano Social Cristiano
408220058;Manzanares Palma, Nestor;F;V;10/08/1965;3230000;Cartago;Renovación Costarricense
309820861;Ureña Hernández, Alfonso;F;V;11/05/1962;1140000;Limón;Acción Ciudadana
203690484;De la O Madrigal, Elena;F;D;22/12/1997;3135000;Cartago;Unidad Social Cristiana
503710365;Naranjo Herrera, Yvone;F;C;25/11/1960;570000;Puntarenas;Acción Ciudadana
106260461;Blanco Ocampo, Hector;F;D;21/10/1978;2470000;Limón;Movimiento Libertario
306800546;García Iglesias, Laura;M;U;06/09/1988;2090000;Puntarenas;Partido Integración Nacional
703840374;Ulloa Monestel, Teodóro;F;U;26/05/1975;3135000;Alajuela;Republicano Social Cristiano
506080475;Izaguirre Galan, Patricia;F;S;01/07/1973;2660000;Guanacaste;Accesibilidad sin Exclusión
206670817;Salas Varela, Humberto;M;S;31/01/1979;2090000;Guanacaste;Liberación Nacional
205990593;Obregón García, Rebeca;M;S;01/05/1973;950000;Cartago;Republicano Social Cristiano
401230695;Cespedes Ulloa, Rocío;M;U;01/02/1962;2090000;Cartago;Republicano Social Cristiano
404980672;Fonseca Madrigal, Cesar;M;D;13/11/1966;1235000;Alajuela;Accesibilidad sin Exclusión
204270647;Sanchez Alvarado, Elsa;M;U;13/10/1965;2280000;Guanacaste;Renovación Costarricense
205260503;Nicolas Navas, Pablo;F;V;06/02/1996;475000;Alajuela;Liberación Nacional
501100213;Sancho Lagos, Adriana;M;S;28/06/1992;1615000;San José;Republicano Social Cristiano
305810523;Ballesteros Bolaños, Diana;M;C;14/07/1963;2280000;Puntarenas;Renovación Costarricense
401460104;Juárez González, Sandra;F;C;09/11/1999;1805000;Puntarenas;Acción Ciudadana
306190714;Hurtado Trujillo, Rocío;F;S;28/09/1999;2945000;Cartago;Accesibilidad sin Exclusión
101710083;Palma Barboza, Francisco;M;U;20/08/1992;665000;San José;Republicano Social Cristiano
208080282;Durán Quiroga, Priscila;M;V;01/12/1997;1995000;Heredia;Liberación Nacional
402810788;Padilla Torres, Hellen;F;C;28/06/1974;2090000;Alajuela;Renovación Costarricense
405460989;Herrera Almengor, Xiomara;F;S;02/04/1989;2375000;Guanacaste;Frente Amplio
601820674;Angulo Ulloa, Ximena;F;S;17/11/1978;285000;San José;Republicano Social Cristiano
306220491;Ojeda Ocampo, Hellen;F;V;16/07/1975;2470000;Heredia;Accesibilidad sin Exclusión
503220455;Tenorio Madrigal, Yirlania;M;D;23/09/1999;1900000;Heredia;Unidad Social Cristiana
603710443;Sáenz Palacios, Verónica;F;C;12/06/1978;190000;Cartago;Movimiento Libertario
204280419;Labrador Sáenz, Samuel;M;C;22/11/1989;380000;Guanacaste;Movimiento Libertario
509980548;Caballero Monestel, Teodóro;F;U;04/10/1994;1615000;San José;Partido Integración Nacional
607620133;Barboza Ballesteros, Mario;M;U;17/04/1998;2850000;Heredia;Liberación Nacional
604750223;Saborío Caballero, Sandra;M;C;31/03/1970;0;Limón;Unidad Social Cristiana
409460174;Varela Obregón, Hector;F;V;02/02/1967;380000;Cartago;Movimiento Libertario
603410406;Valencia Mendez, Joyce;M;U;20/06/1973;190000;Heredia;Liberación Nacional
308320839;Wright Naranjo, Laura;F;U;11/06/1984;1235000;Guanacaste;Frente Amplio
106270617;Williams Tijerino, Roberto;M;D;09/02/1984;1045000;Alajuela;Acción Ciudadana
606470434;Tijerino Hernández, Rebeca;M;V;02/12/1990;2375000;Limón;Republicano Social Cristiano
608850211;Ibanez Nicolas, Mario;F;C;07/06/1972;2660000;Alajuela;Partido Integración Nacional
406790822;Nuñez Ochoa, Walter;M;V;01/02/1988;1615000;Limón;Frente Amplio
703560008;Noguera Fernández, José;F;U;16/02/1997;1330000;Guanacaste;Accesibilidad sin Exclusión
502120352;Durán Padilla, Ever;F;V;08/09/1994;1425000;San José;Movimiento Libertario
509400718;Blanco Redondo, Ulises;F;D;03/09/1985;1140000;Heredia;Accesibilidad sin Exclusión
303560702;Navas Madrigal, Deisi;F;V;04/11/1989;1805000;San José;Partido Integración Nacional
400310624;Ruiz Madrigal, Fernando;F;U;06/05/1965;570000;Puntarenas;Acción Ciudadana
202970640;Ochoa Quintero, Yirlania;M;U;09/12/1985;1615000;Cartago;Frente Amplio
708060491;Fernández Torres, Hilda;F;U;06/05/1978;2660000;Guanacaste;Movimiento Libertario
507710710;Tenorio Durán, Hellen;M;D;18/03/1985;1140000;Guanacaste;Liberación Nacional
102520285;Ibarra Ramírez, Xavier;F;S;05/01/1992;2945000;San José;Liberación Nacional
508670666;Ugarte Monestel, Beverly;F;D;06/02/1988;1805000;Limón;Acción Ciudadana
304130815;Angulo Lara, Kevin;F;S;07/03/1987;2185000;San José;Acción Ciudadana
306920046;Jiménez García, Ofelia;M;V;02/02/1989;2185000;Alajuela;Unidad Social Cristiana
400350539;Padilla Sanchez, Ximena;M;C;06/05/1986;2660000;Guanacaste;Renovación Costarricense
207690415;Durán Ulloa, Indira;F;V;22/11/1976;2185000;Puntarenas;Partido Integración Nacional
703320079;Iglesias Domingues, Sonia;M;S;02/12/1982;1615000;Cartago;Partido Integración Nacional
405210976;Angulo Hernández, Zoe;F;U;23/09/1982;1805000;Guanacaste;Accesibilidad sin Exclusión
603030289;Noguera Huertas, David;M;D;13/01/1973;1045000;Puntarenas;Frente Amplio
406010571;Cubero González, Hellen;M;S;25/02/1986;3230000;Guanacaste;Unidad Social Cristiana
702230198;Palma Ugarte, Jorge;F;U;27/07/1995;1995000;Puntarenas;Renovación Costarricense
105340803;Alvarado Espinoza, Julia;M;S;18/10/1989;1805000;Limón;Unidad Social Cristiana
501670855;González Madrigal, Victor;M;D;13/03/1960;2185000;Heredia;Partido Integración Nacional
205780625;Ballesteros Jerez, David;F;C;11/04/1965;2755000;Heredia;Renovación Costarricense
701040657;Izaguirre Palma, Marianela;M;C;25/05/1988;1520000;Alajuela;Republicano Social Cristiano
106580861;Jerez Huertas, Alfonso;F;C;14/03/1968;1425000;Alajuela;Liberación Nacional
401310885;Ureña Ugalde, Sonia;M;U;05/01/1962;760000;Alajuela;Frente Amplio
107420780;Herrera Obregón, Yehudi;M;D;15/12/1991;0;Limón;Accesibilidad sin Exclusión
605890142;Vega Jaén, Pablo;M;U;01/12/1964;285000;Alajuela;Unidad Social Cristiana
508530866;Domingues Campos, Efraín;M;U;26/12/1975;2185000;Cartago;Partido Integración Nacional
207660164;Molina Ocampo, Sabrina;M;V;26/04/1967;2660000;Puntarenas;Frente Amplio
608830014;Vargas Fajardo, Jessica;M;C;03/09/1971;1045000;Limón;Acción Ciudadana
408180995;Obregón Fournier, Victor;F;V;23/07/1991;1615000;Cartago;Accesibilidad sin Exclusión
409660602;Iglesias Alvarado, Raúl;F;U;15/09/1971;2470000;Cartago;Movimiento Libertario
300890455;Fernández Chavarría, German;F;D;18/02/1985;1900000;Cartago;Accesibilidad sin Exclusión
408520430;Torres Lagos, Bruno;M;V;19/02/1986;1995000;San José;Acción Ciudadana
202590125;Sancho Vallejo, Hellen;M;U;08/12/1978;3040000;San José;Movimiento Libertario
607670542;Saborío Varela, Kenneth;M;C;31/12/1965;3040000;Heredia;Accesibilidad sin Exclusión
706610746;Esquivel Urbina, Tobías;F;V;22/04/1966;2090000;Heredia;Liberación Nacional
604000179;Galan Izaguirre, Wendy;M;V;18/12/1979;570000;Guanacaste;Partido Integración Nacional
208370894;Valencia Saborío, Jorge;F;V;09/08/1966;475000;Heredia;Renovación Costarricense
509780906;Hidalgo Vargas, Ulises;M;V;21/10/1983;190000;Cartago;Renovación Costarricense
604470279;Ochoa Jerez, Verónica;F;D;12/01/1968;1900000;Limón;Frente Amplio
201010911;Cubero Quintero, Priscila;M;S;29/06/1980;3135000;Heredia;Movimiento Libertario
406950701;Manzanares Noguera, Ofelia;M;S;30/06/1974;190000;Limón;Movimiento Libertario
600690810;Iglesias Nicolas, Tatiana;F;S;03/01/1992;2090000;Heredia;Partido Integración Nacional
105040133;Torres Pacheco, Yehudi;M;S;28/04/1966;3040000;Guanacaste;Renovación Costarricense
501490648;De la O Sáenz, Rocío;M;C;30/03/1975;285000;Puntarenas;Liberación Nacional
102420776;Barboza Barboza, Ana;M;S;18/06/1968;2850000;Guanacaste;Frente Amplio
604720368;Naranjo Noguera, Francisco;F;U;01/03/1986;855000;Cartago;Accesibilidad sin Exclusión
405860754;Acevedo Cespedes, Tatiana;M;D;22/09/1979;0;Alajuela;Partido Integración Nacional
701970951;Trujillo Saborío, Fabiola;F;U;18/03/1961;950000;Guanacaste;Liberación Nacional
504790447;Quintana Quintero, Jorge;F;D;05/06/1971;855000;San José;Acción Ciudadana
207400684;Molina Manzanares, Sergio;F;U;27/11/1970;285000;Puntarenas;Renovación Costarricense
708180499;Jaén Alvarado, Elena;F;U;10/07/1963;1615000;Heredia;Partido Integración Nacional
103810875;González Sancho, Melania;M;U;02/06/1982;1520000;Limón;Unidad Social Cristiana
207490783;Ochoa Quintanilla, Ever;M;U;11/06/1997;1615000;San José;Partido Integración Nacional
100980996;Jerez Acevedo, Valeria;F;U;02/12/1993;285000;Guanacaste;Unidad Social Cristiana
208020799;Díaz Ugarte, Humberto;M;C;10/04/1964;3230000;San José;Republicano Social Cristiano
505390852;Sancho Angulo, Giovanna;F;C;15/10/1973;1425000;Puntarenas;Republicano Social Cristiano
702290559;Herrera De la O, Mauricio;M;D;18/05/1997;3230000;Limón;Acción Ciudadana
105330843;Fournier Ugalde, Paula;M;C;31/10/1972;190000;Puntarenas;Accesibilidad sin Exclusión
705010676;Ibanez Ibarra, German;F;U;22/02/1985;2185000;Limón;Acción Ciudadana
402290917;Valencia Zarate, Gabriela;F;U;03/05/1998;475000;Limón;Accesibilidad sin Exclusión
508420083;Tijerino Cubero, Katia;F;U;15/11/1986;285000;Alajuela;Movimiento Libertario
209810805;Palacios Jácamo, Nestor;F;S;08/09/1966;380000;Guanacaste;Frente Amplio
103420827;Mendez Vargas, Gabriela;F;V;11/11/1964;1615000;Limón;Accesibilidad sin Exclusión
601030349;Rivera Escalante, Alfonso;M;D;21/12/1995;1615000;Heredia;Renovación Costarricense
309420231;Espinoza Ballesteros, Fabiola;F;D;21/02/1976;2850000;Guanacaste;Liberación Nacional
509630706;Torres Obregón, Beverly;M;C;17/03/1991;475000;Alajuela;Accesibilidad sin Exclusión
100230674;Sanchez Alvarado, Diana;M;S;03/10/1986;2660000;Guanacaste;Liberación Nacional
109050570;Torres Ojeda, Tatiana;M;V;29/01/1970;2850000;Alajuela;Republicano Social Cristiano
609550126;García Zamora, Laura;F;C;31/07/1975;855000;San José;Unidad Social Cristiana
204430175;Lagos Williams, Yirlania;M;V;22/02/1974;2185000;Heredia;Frente Amplio
200920980;Lara Fonseca, Paula;M;S;04/05/1979;1615000;Puntarenas;Partido Integración Nacional
608120283;Urbina Zamora, Valeria;M;U;02/02/1985;3040000;San José;Liberación Nacional
505670604;Ruiz Ballesteros, Vilma;F;V;23/10/1961;2470000;Cartago;Renovación Costarricense
608840440;Esquivel Sáenz, Félix;M;U;03/03/1963;1900000;San José;Renovación Costarricense
302640215;Vega Valencia, Yehudi;M;S;19/04/1967;2660000;Puntarenas;Acción Ciudadana
201360003;Ramírez Barboza, Cesar;M;V;11/05/1980;855000;Cartago;Liberación Nacional
707730194;López Ballesteros, Carmen;M;U;01/03/1974;3040000;Guanacaste;Partido Integración Nacional
706140085;Espinoza Bolaños, Olga;M;D;05/01/1981;3230000;San José;Acción Ciudadana
400290978;Izaguirre Ramírez, Úrsula;M;U;01/01/1969;1045000;Alajuela;Frente Amplio
700300436;Hurtado Elizondo, Grisel;M;C;25/12/1989;1615000;San José;Movimiento Libertario
308500503;Quirós Madrigal, Indira;M;V;01/01/1985;1140000;Puntarenas;Unidad Social Cristiana
304120093;Alvarado Infante, Ingrid;M;V;22/05/1990;3135000;Cartago;Movimiento Libertario
704490221;Valencia Redondo, Arturo;F;S;18/11/1995;3135000;Alajuela;Acción Ciudadana
707840757;Fonseca Echandi, Giovanna;M;S;21/02/1967;570000;Puntarenas;Republicano Social Cristiano
102290765;Ocampo Valencia, Rocío;M;U;08/10/1962;2280000;Limón;Renovación Costarricense
609950783;Acevedo Almengor, Melania;F;U;03/03/1986;1235000;Heredia;Accesibilidad sin Exclusión
607200092;Rivera Saborío, Bruno;M;V;14/11/1961;190000;Heredia;Liberación Nacional
503630985;Sáenz Ochoa, Yirlania;F;S;16/05/1968;2280000;Puntarenas;Liberación Nacional
600680475;Ulloa Molina, Fabiola;F;C;30/07/1998;1330000;Alajuela;Renovación Costarricense
603020345;Jaén Chavarría, Félix;M;D;14/09/1993;0;Limón;Liberación Nacional
205820897;Campos Naranjo, Xavier;M;D;13/07/1968;2375000;Limón;Movimiento Libertario
707890798;Sancho Ordoñez, Tania;F;U;15/10/1996;1235000;Alajuela;Unidad Social Cristiana
405310574;Fonseca Ramírez, Zaida;M;U;23/04/1997;2660000;Limón;Frente Amplio
509890214;Ugalde Nicolas, Alvaro;M;S;05/10/1988;2375000;Cartago;Acción Ciudadana
501360434;Echandi Bolaños, Kenneth;M;S;18/05/1961;1330000;Limón;Acción Ciudadana
103120088;González Nicolas, Cesar;M;U;19/01/1966;3230000;Cartago;Frente Amplio
602820356;Talavera Elizondo, Mario;M;C;12/07/1987;855000;Cartago;Partido Integración Nacional
703920172;Lara Wright, Efraín;M;S;05/10/1973;2565000;Guanacaste;Unidad Social Cristiana
306200936;Fernández Trujillo, Xavier;F;D;16/10/1966;2945000;Heredia;Frente Amplio
706380813;Alvarado Jaén, Bianka;F;S;31/03/1989;285000;Alajuela;Acción Ciudadana
101140657;Ojeda Barahona, Grisel;F;U;30/01/1963;855000;Heredia;Accesibilidad sin Exclusión
205690184;Hidalgo Alvarado, Irma;F;S;29/08/1970;665000;San José;Liberación Nacional
308330375;Bolaños Salas, Elena;M;S;14/01/1983;380000;Limón;Unidad Social Cristiana
603510486;Flores Salas, Mauricio;M;C;30/11/1999;1330000;Alajuela;Renovación Costarricense
301990287;Angulo Zarate, Wenceslao;M;D;25/10/1996;285000;Limón;Acción Ciudadana
107770152;Hernández Sancho, Mercedes;M;S;07/03/1963;2090000;Heredia;Unidad Social Cristiana
407870804;Echandi Jácamo, Teresa;M;V;30/06/1997;2090000;Guanacaste;Frente Amplio
303220500;Saborío Hernández, Wendy;M;V;20/10/1970;3040000;Puntarenas;Partido Integración Nacional
609810661;Lamas Mendez, Irma;M;V;05/03/1968;190000;Alajuela;Partido Integración Nacional
209750747;Labrador Sancho, Yvone;F;S;30/01/1994;665000;Cartago;Frente Amplio
106000043;Quiroga Barboza, Gabriela;M;U;31/08/1997;3135000;Alajuela;Liberación Nacional
500220109;Pacheco Lamas, Nestor;F;V;17/01/1964;2565000;San José;Frente Amplio
706660653;Urbina Vega, Alvaro;F;U;11/01/1984;855000;Puntarenas;Accesibilidad sin Exclusión
204170526;Escalante Saborío, Olga;F;C;12/06/1977;1710000;Alajuela;Partido Integración Nacional
303900702;Nuñez Hernández, Giovanna;M;C;15/06/1976;2470000;Heredia;Unidad Social Cristiana
706600202;Chavarría Lara, Braulio;F;V;02/04/1967;2375000;Heredia;Republicano Social Cristiano
704760336;López Naranjo, Marianela;F;C;07/03/1988;760000;Guanacaste;Liberación Nacional
409880088;Quintero Ballesteros, Hilda;F;C;26/03/1983;475000;Puntarenas;Republicano Social Cristiano
603520101;Vega Roldan, Gabriela;M;U;28/07/1966;475000;Heredia;Movimiento Libertario
406830562;Flores Molina, Julia;F;S;29/09/1992;855000;Puntarenas;Republicano Social Cristiano
106630950;Talavera Salas, José;F;U;09/02/1992;1235000;Limón;Renovación Costarricense
605570851;Jaén Wright, Norman;F;C;23/10/1986;1520000;Limón;Unidad Social Cristiana
409800535;Paniagua Cubero, Wendy;F;U;03/06/1981;1140000;Limón;Acción Ciudadana
105930431;Quintero García, Sandra;M;U;25/05/1968;3230000;San José;Renovación Costarricense
201930643;Gamboa Rivera, Ofelia;M;V;06/07/1962;0;Guanacaste;Unidad Social Cristiana
206890792;Fajardo González, Mercedes;M;D;31/01/1973;570000;Limón;Renovación Costarricense
101780955;Fernández Ochoa, David;M;D;25/04/1970;1045000;San José;Renovación Costarricense
606170611;Ocampo Echandi, Pablo;M;D;29/04/1987;2660000;Cartago;Accesibilidad sin Exclusión
109640167;Salas Trujillo, Dunia;F;C;07/06/1968;1235000;Guanacaste;Movimiento Libertario
204690877;Esquivel Saborío, Efraín;F;D;08/04/1974;1900000;Puntarenas;Liberación Nacional
407330083;Alvarado Roldan, Roberto;M;V;01/12/1999;475000;Guanacaste;Acción Ciudadana
602800174;Iglesias Gaitan, Rocío;F;C;03/07/1994;2280000;Limón;Partido Integración Nacional
709020652;Williams Varela, Ever;M;U;14/05/1981;0;Limón;Partido Integración Nacional
308710006;Fournier Chavarría, Carolina;M;C;24/02/1997;2850000;San José;Movimiento Libertario
102980323;Quirós Salas, Úrsula;M;D;01/12/1964;2185000;Cartago;Republicano Social Cristiano
505860302;Jerez Espinoza, Vanesa;M;C;23/04/1979;2945000;Alajuela;Republicano Social Cristiano
304870723;Escalante Lamas, Walter;M;V;16/12/1999;1140000;Limón;Accesibilidad sin Exclusión
206740746;González Jácamo, Tania;M;D;07/04/1997;2565000;Limón;Republicano Social Cristiano
109570845;Hernández Ulloa, Carlos;M;S;28/07/1970;2185000;Cartago;Liberación Nacional
502820748;Iglesias Paniagua, Teodóro;M;S;20/02/1971;1900000;Puntarenas;Frente Amplio
608730227;Espinoza Chavarría, Rebeca;M;D;03/02/1983;2090000;Heredia;Renovación Costarricense
409800099;Fonseca Quintero, Elena;M;D;07/12/1980;1235000;Guanacaste;Liberación Nacional
604570829;Roldan Hernández, Rocío;M;U;18/11/1982;95000;Puntarenas;Frente Amplio
203000753;Ochoa Elizondo, Mauricio;F;C;01/05/1975;2945000;Guanacaste;Partido Integración Nacional
609480386;Ochoa Campos, Braulio;F;D;14/12/1974;1995000;Cartago;Frente Amplio
500680127;Labrador Vargas, Beatriz;F;V;30/10/1982;2280000;Puntarenas;Renovación Costarricense
301930496;Domingues Espinoza, Arturo;M;U;12/03/1980;3040000;Puntarenas;Acción Ciudadana
602490508;Labrador Ureña, Orlando;F;V;20/06/1985;665000;Guanacaste;Partido Integración Nacional
108610176;Iglesias Galan, Paula;M;S;12/08/1992;1995000;Cartago;Unidad Social Cristiana
307410358;Gaitan Angulo, Olga;M;D;25/09/1991;760000;Heredia;Renovación Costarricense
205220868;Madrigal Almengor, Carlos;M;C;12/05/1981;2565000;Cartago;Acción Ciudadana
704610992;Wright Jácamo, Yirlania;F;V;25/12/1987;760000;Cartago;Frente Amplio
306500079;Molina Padilla, Francini;F;V;04/06/1978;1045000;Guanacaste;Movimiento Libertario
706290035;Tenorio Palacios, Uriel;M;V;07/03/1960;2660000;Heredia;Liberación Nacional
707890683;Blanco Ruiz, Grisel;F;S;06/06/1978;1425000;San José;Movimiento Libertario
303610947;Escalante Fournier, Lorena;F;D;10/12/1981;665000;Cartago;Acción Ciudadana
509980380;Talavera Cespedes, Wendy;M;U;03/06/1991;0;Limón;Frente Amplio
305360140;Fonseca Valencia, Debora;F;U;28/09/1972;665000;Alajuela;Partido Integración Nacional
500050317;Hurtado Molina, Teresa;F;V;04/01/1965;1520000;Guanacaste;Accesibilidad sin Exclusión
301810433;Chavarría Ulloa, Odir;M;C;05/10/1973;380000;Cartago;Movimiento Libertario
207170053;Ibarra Izaguirre, Patricia;F;V;25/07/1987;950000;Guanacaste;Accesibilidad sin Exclusión
507100860;Quiroga Nicolas, Ignacio;F;C;20/02/1991;2280000;Heredia;Acción Ciudadana
703550704;Navas Lamas, Zulema;M;S;17/04/1972;1045000;Cartago;Republicano Social Cristiano
706070518;Sancho Manzanares, Ximena;F;U;20/10/1974;0;Limón;Liberación Nacional
604700464;Wright Ordoñez, Lorena;F;U;23/10/1989;1330000;Limón;Liberación Nacional
606380641;Talavera Molina, Fernando;M;U;07/12/1979;2185000;San José;Frente Amplio
206010325;Nicolas Iglesias, Ernesto;M;C;30/11/1990;285000;Guanacaste;Renovación Costarricense
206650496;Quiroga Noguera, Nazaret;M;V;13/09/1966;1330000;Guanacaste;Liberación Nacional
101340791;Hidalgo Alvarado, Giovanna;F;S;19/12/1976;1425000;Cartago;Frente Amplio
202350713;Barboza Trujillo, Irma;F;S;30/04/1977;285000;Alajuela;Accesibilidad sin Exclusión
405030891;Jerez Tenorio, Félix;F;C;04/12/1970;1235000;Heredia;Partido Integración Nacional
502000427;Ureña López, Hellen;F;D;07/04/1974;475000;Limón;Frente Amplio
308500641;Trujillo Vallejo, Hector;M;S;01/01/1996;2565000;Limón;Frente Amplio
404100842;Hidalgo Ulloa, Valeria;F;U;19/08/1967;2660000;Limón;Unidad Social Cristiana
507240630;Lara Palma, Victor;M;D;01/12/1995;1140000;Heredia;Movimiento Libertario
404160307;Sanchez Alvarado, Zacarías;F;C;18/09/1985;0;Alajuela;Partido Integración Nacional
205450170;Pacheco Flores, Mauricio;M;C;13/02/1981;1710000;Heredia;Accesibilidad sin Exclusión
108020536;Bolaños Bolaños, Valeria;F;C;10/11/1975;1045000;Alajuela;Renovación Costarricense
302490318;Jácamo Valencia, Francini;M;D;16/05/1985;2280000;Cartago;Partido Integración Nacional
405280340;Cubero Talavera, Odir;F;C;22/12/1990;2850000;Guanacaste;Accesibilidad sin Exclusión
705620005;Cubero Ballesteros, Ignacio;M;D;26/05/1965;570000;San José;Partido Integración Nacional
707270830;Mendez Talavera, Yonan;M;V;31/10/1987;2945000;Heredia;Frente Amplio
103320953;Hernández Palacios, Osvaldo;M;D;26/05/1996;1805000;Guanacaste;Republicano Social Cristiano
706030849;Lagos Madrigal, Beatriz;F;U;19/10/1964;2945000;Limón;Unidad Social Cristiana
703200649;Quintero Almengor, Ever;F;V;08/08/1969;855000;San José;Republicano Social Cristiano
303000328;Roldan Vega, Fabiola;F;V;16/06/1980;1140000;San José;Movimiento Libertario
209850053;Campos Abarca, Cindy;M;C;23/10/1990;1900000;Heredia;Accesibilidad sin Exclusión
502390568;Durán Quintana, Tatiana;M;D;24/11/1976;1805000;Alajuela;Liberación Nacional
603220871;Ibanez Varela, David;M;S;05/04/1984;1330000;Puntarenas;Liberación Nacional
603460554;López Ugalde, Hector;M;V;13/12/1979;950000;Alajuela;Partido Integración Nacional
201840954;Naranjo Roldan, Fernando;F;U;28/04/1967;2660000;Puntarenas;Renovación Costarricense
605970871;Cubero Quintanilla, Karla;M;D;08/03/1979;570000;Alajuela;Republicano Social Cristiano
309630624;Torres Huertas, Valeria;M;D;03/03/1971;1520000;Heredia;Acción Ciudadana
505760308;Abarca Espinoza, Joyce;F;U;10/02/1984;950000;Limón;Renovación Costarricense
708500303;Fernández Bolaños, Zulema;M;C;28/12/1982;2470000;San José;Frente Amplio
109830722;Ballesteros Domingues, Sergio;F;S;05/04/1966;855000;San José;Acción Ciudadana
101570895;Quintanilla Duarte, Uriel;F;V;10/03/1971;3135000;Heredia;Renovación Costarricense
604940780;Barahona Acevedo, Mauricio;M;D;28/05/1970;2945000;Heredia;Partido Integración Nacional
703800092;González Lamas, René;M;U;02/05/1963;2470000;San José;Renovación Costarricense
600650175;Varela Monestel, Vilma;F;U;26/05/1965;475000;Guanacaste;Liberación Nacional
605760681;Chavarría Nicolas, Zoe;M;U;01/12/1982;570000;Cartago;Movimiento Libertario
506210069;Almengor Redondo, Nidia;M;C;10/04/1999;950000;Limón;Movimiento Libertario
403990958;Tenorio Redondo, Kevin;M;C;22/04/1970;950000;Cartago;Accesibilidad sin Exclusión
704150418;Espinoza Bolaños, Lady;M;D;11/09/1963;1995000;Heredia;Acción Ciudadana
